Lat,Lng,City,Humidity,Max Temp,Cloudiness,Wind Speed,Country,Date
6.5047,4.7839,okitipupa,89,26.38,100,2.39,NG,1666108405
40.3001,-74.1663,monmouth,53,12.85,100,4.12,US,1666108405
12.5847,-81.7006,san andres,70,30.01,40,3.09,CO,1666108406
69.5763,20.2189,lyngseidet,94,3,97,2.48,NO,1666108407
25.5,-76.65,dunmore town,70,28.05,43,5.18,BS,1666108408
41.5627,-8.572,galegos,82,19.8,100,5.76,PT,1666108409
44.7481,132.0403,kamen-rybolov,55,2.69,0,3.62,RU,1666108410
12.9842,37.765,dabat,80,13.56,67,0.79,ET,1666108411
3.1655,-52.3158,camopi,48,32.97,87,1.27,GF,1666108412
29.0331,21.5482,jalu,37,22.33,25,3.89,LY,1666108413
7.9803,49.8164,eyl,76,26.53,53,6.33,SO,1666108413
-39.8142,-73.2459,valdivia,63,21.05,29,2.71,CL,1666108414
57.3064,88.1667,teguldet,96,2.99,100,1.69,RU,1666108414
-3.9014,-38.3911,aquiraz,56,31.92,22,7.5,BR,1666108415
49.9811,92.0667,ulaangom,55,2.92,91,1.6,MN,1666108415
-20.5167,57.5167,souillac,68,22.21,75,3.6,MU,1666108416
-23.7,133.8833,alice springs,63,15.75,0,4.63,AU,1666108416
37.4,140.3833,koriyama,78,10.07,70,1.12,JP,1666108417
35.1894,-114.053,kingman,49,20.07,5,4.02,US,1666108417
64.8569,-147.8028,college,93,-1.34,100,0,US,1666108418
18.4273,-68.9728,la romana,79,30.2,75,5.14,DO,1666108418
-9.0763,143.2092,daru,86,26.35,95,3.4,PG,1666108419
65.8252,21.6886,boden,82,2,57,1.78,SE,1666108420
39.5501,-77.0164,carroll,55,10.36,0,5.14,US,1666108420
70.0167,135.6,ust-kuyga,100,-16.25,100,2.48,RU,1666108421
20.75,-105.3333,bucerias,70,29.43,95,1.6,MX,1666108205
-37.3217,-59.1332,tandil,40,21.63,75,6.1,AR,1666108422
51.064,-0.3272,horsham,72,18.4,0,4.12,GB,1666108422
-22.6667,167.4833,vao,74,21.93,37,6.57,NC,1666108423
13.2167,-59.5167,bathsheba,70,31.34,40,6.17,BB,1666108423
17.0151,54.0924,salalah,59,25.49,7,1.67,OM,1666108424
51.9419,1.2844,harwich,69,17.38,1,3.13,GB,1666108424
-14.2667,50.1667,sambava,79,22.28,8,4.81,MG,1666108424
17.65,83.2667,yarada,89,28.18,40,1.03,IN,1666108425
-15.1961,12.1522,namibe,72,21.65,17,8.44,AO,1666108426
63.8385,23.1307,kokkola,76,6.63,20,2.57,FI,1666108426
69.3833,178.4167,leningradskiy,86,-15.29,14,2.36,RU,1666108426
46.4856,135.8833,vostok,68,-1.97,12,3.1,RU,1666108427
-32.035,-52.0986,rio grande,81,19.06,100,9.72,BR,1666108427
51.1167,133.0167,chegdomyn,78,-3.17,9,1.75,RU,1666108428
69.2167,-51.1,ilulissat,98,1.57,100,1.84,GL,1666108429
40.661,-7.9097,viseu,39,22.7,34,6.13,PT,1666108429
-30.1811,-50.2056,cidreira,91,19.2,100,7.96,BR,1666108430
13.8065,-10.8321,bafoulabe,72,27.25,44,1.8,ML,1666108430
52.1058,-101.2676,swan river,40,0.94,0,2.06,CA,1666108431
-34.4833,-54.3333,rocha,66,18.5,100,7.5,UY,1666108431
-2.1522,-56.0922,juruti,62,30.34,91,1.02,BR,1666108432
21.4022,-157.7394,kailua,89,22.47,1,1.18,US,1666108432
53.3,80.05,verkh-suetka,76,3.39,83,3.26,RU,1666108433
-45.8742,170.5036,dunedin,73,7.67,59,0.89,NZ,1666108434
-20.7333,139.5,mount isa,100,21.87,40,2.57,AU,1666108425
-17.5065,-149.489,mahina,83,23.87,75,1.03,PF,1666108434
50.6665,-120.3192,kamloops,93,2.55,20,2.57,CA,1666108435
27.3167,-112.2833,santa rosalia,56,24.62,0,0.74,MX,1666108436
51.3088,119.61,nerchinskiy zavod,52,-2.98,94,2.63,RU,1666108436
41.8007,-73.1212,torrington,64,11.86,82,0.45,US,1666108437
53.9599,81.2093,krutikha,80,3.72,93,3.77,RU,1666108437
48.6499,-53.1147,bonavista,90,11.86,99,3.43,CA,1666108438
47.4667,84.8667,zaysan,85,5.97,100,2.66,KZ,1666108438
5.6592,-53.7767,mana,64,30.26,99,4.56,GF,1666108439
43.3236,145.575,nemuro,78,7.03,6,5.77,JP,1666108439
3.9366,41.867,mandera,48,30.45,100,2.94,KE,1666108440
9.4667,12.0333,numan,40,32.85,100,1.09,NG,1666108440
35.5392,106.6861,pingliang,64,9.58,48,2.2,CN,1666108441
-33.0117,17.9442,saldanha,86,22.03,48,10.3,ZA,1666108441
53.0452,158.6483,petropavlovsk-kamchatskiy,52,3.33,20,5,RU,1666108442
-20.3297,-40.2925,vila velha,75,28.97,40,7.72,BR,1666108442
-3.8004,102.2655,bengkulu,90,24.34,100,1.8,ID,1666108381
-9.4333,159.95,honiara,85,24.83,45,2.39,SB,1666108443
-12.974,40.5178,pemba,76,25.03,0,6.33,MZ,1666108444
-35.1667,173.1667,ahipara,73,12.53,37,4.64,NZ,1666108445
33.7333,135.9833,shingu,79,13.03,5,2.67,JP,1666108446
41.7597,86.1469,korla,19,13.51,27,1.37,CN,1666108447
38.7726,48.4128,lerik,95,9.8,100,0.95,AZ,1666108447
-17.8786,36.8883,quelimane,75,24.99,1,3.6,MZ,1666108448
50.806,30.1376,katyuzhanka,58,13.34,66,4.13,UA,1666108448
25.65,77.9,narwar,55,22.35,0,1.29,IN,1666108449
50.6996,-127.4199,port hardy,93,11.1,40,1.54,CA,1666108449
51.1631,54.9918,sol-iletsk,65,6.21,99,3.85,RU,1666108450
4.423,-7.3528,tabou,77,26.86,68,3.03,CI,1666108450
45.0205,-93.218,saint anthony,61,0.14,0,1.79,US,1666108451
67.45,153.6833,srednekolymsk,98,-18.6,66,3.81,RU,1666108451
59.6425,-151.5483,homer,87,5.98,100,3.6,US,1666108312
55.9029,-3.5226,livingston,82,11.58,40,4.12,GB,1666108161
-12.0432,-77.0282,lima,79,18.28,100,2.57,PE,1666108323
-43.5333,172.6333,christchurch,95,6.06,100,0.51,NZ,1666108410
-22.2167,30,beitbridge,22,32.1,70,7.41,ZW,1666108454
61.8106,51.5806,kortkeros,84,4,100,3.93,RU,1666108454
-20.3167,118.5667,port hedland,73,21.03,0,3.09,AU,1666108455
40.5982,-124.1573,fortuna,100,10.51,0,3.09,US,1666108456
17.0818,122.4157,dicabisagan,88,25.56,100,2.02,PH,1666108456
54.7804,-127.1743,smithers,93,5.18,40,2.57,CA,1666108321
59.6289,112.7406,peleduy,98,1.58,100,4.04,RU,1666108457
-25.2406,130.9889,yulara,57,17.3,0,5.62,AU,1666108458
-20.7833,117.1333,roebourne,65,23.48,0,2.95,AU,1666108458
56.115,47.718,mariinskiy posad,87,7.52,100,5.25,RU,1666108459
-3.432,10.6554,mayumba,79,26.24,69,4.93,GA,1666108460
20.5022,-10.0711,adrar,8,36.92,63,4.93,MR,1666108460
11.6667,92.75,port blair,89,26.02,75,0,IN,1666108462
40.4272,71.7189,komsomolskiy,77,14.4,75,2.06,UZ,1666108463
38.5167,-28.7,ribeira grande,48,19.22,20,8.75,PT,1666108463
68.8193,-51.1922,qasigiannguit,99,1.59,100,1.4,GL,1666108464
26.326,43.975,buraydah,11,31.25,100,1.13,SA,1666108464
-0.7193,8.7815,port-gentil,79,28.98,40,7.72,GA,1666108465
46.4154,3.9054,saint-francois,57,23.69,0,4.12,FR,1666108465
63.4427,-20.2734,vestmannaeyjar,70,7.55,100,6.17,IS,1666108466
12.9714,-0.1436,bogande,15,36.36,38,3.47,BF,1666108466
52.9999,-122.5029,quesnel,93,1.28,0,1.03,CA,1666108467
52.0466,39.7288,usman,63,16.02,100,7.54,RU,1666108468
66,111.5,aykhal,97,-8.6,98,2.68,RU,1666108469
38.6103,-89.3726,carlyle,62,6.12,6,1.79,US,1666108469
69.3497,87.7602,kayerkan,100,-0.82,100,8.86,RU,1666108470
-34.6534,-58.6198,moron,71,21.64,95,4.77,AR,1666108471
61.994,-49.6678,paamiut,80,3.92,100,5.41,GL,1666108471
39.1834,-84.5333,hamilton,72,6.16,100,3.13,US,1666108405
37.5683,126.9778,seoul,70,7.69,0,1.03,KR,1666108472
36.4337,-99.3904,woodward,42,5.54,100,3.09,US,1666108472
58.731,45.024,georgiyevskoye,93,5.97,100,2.17,RU,1666108473
38.8876,-76.5119,mayo,53,12.32,0,5.14,US,1666108337
63.8986,122.7617,kysyl-syr,99,-5.55,100,1.46,RU,1666108473
55.5195,83.5094,tashara,95,3.27,100,4.69,RU,1666108475
13.5928,-89.8275,acajutla,71,27.84,80,0.69,SV,1666108475
39.1763,8.9718,capoterra,71,24.84,0,3.6,IT,1666108477
0.6,-80.0333,muisne,81,23.63,100,4.52,EC,1666108477
38.7333,-27.0667,praia da vitoria,77,18.75,40,12.08,PT,1666108478
65.4167,-52.9,maniitsoq,97,2.83,100,8.61,GL,1666108478
-5.9475,29.1947,kalemie,60,25.52,18,1.2,CD,1666108479
9.1924,117.8141,tagusao,82,26.91,100,2.67,PH,1666108480
39.8885,4.2658,mao,78,24.31,75,4.12,ES,1666108480
3.7833,72.9667,mahibadhoo,73,27.44,99,6.61,MV,1666108481
22.8909,-109.9124,cabo san lucas,69,28.36,62,0.45,MX,1666108297
22.05,-98.1667,panuco,88,23.53,99,5.04,MX,1666108481
-25.2986,152.8535,hervey bay,81,20.01,100,4.02,AU,1666108382
-20.65,166.5333,fayaoue,78,23.99,9,7.46,NC,1666108482
43.0844,17.9575,stolac,68,24.88,0,0.8,BA,1666108483
-1.8764,15.8644,gamboma,68,28.12,84,0.9,CG,1666108483
-17.9333,19.7667,rundu,27,28.61,72,1.39,NA,1666108484
-1.195,-46.02,carutapera,60,30.4,50,5.69,BR,1666108484
43.4,4.9833,port-de-bouc,65,25.42,20,2.57,FR,1666108485
60.1432,-45.2371,nanortalik,89,4.53,100,3.01,GL,1666108485
-12.7887,45.2699,dzaoudzi,73,25.94,20,3.6,YT,1666108486
43.65,51.2,aktau,46,10.32,0,3.91,KZ,1666108486
-2.0226,147.2712,lorengau,74,28.08,95,6.34,PG,1666108487
36.7186,15.0907,pachino,67,20.84,18,0.81,IT,1666108487
-6.9811,-34.8339,cabedelo,68,29.37,35,7.12,BR,1666108488
-8.65,115.2167,denpasar,100,24.84,75,0,ID,1666108489
-1.7625,-48.8043,ipixuna,46,34.53,87,0.75,BR,1666108489
42.2506,-75.833,broome,67,8.49,54,2.24,US,1666108491
60.4667,166.1,tilichiki,84,2.53,99,8.4,RU,1666108492
32.6079,70.9114,lakki marwat,20,27.89,0,1.53,PK,1666108492
-35.4323,-60.1727,veinticinco de mayo,87,17.77,64,3.58,AR,1666108300
54.6667,55.7167,avdon,86,4.62,100,6,RU,1666108493
-4.9408,122.5276,katobu,94,24.42,90,1.04,ID,1666108493
-8.4667,140.3333,merauke,89,25.67,86,4.56,ID,1666108494
39.1375,116.9997,yangliuqing,31,7.97,0,3.58,CN,1666108494
42.2931,123.8414,tieling,50,3.98,0,2.31,CN,1666108495
58.3631,82.8265,togur,95,2.41,100,0.74,RU,1666108495
0.5333,72.9333,thinadhoo,76,27.09,100,3.04,MV,1666108496
-2.1042,-56.4869,terra santa,67,28.45,93,2.1,BR,1666108496
38.7992,-9.4469,colares,84,23.82,75,8.75,PT,1666108497
70.9963,24.6622,havoysund,68,4.13,99,7.33,NO,1666108497
68.0531,39.5131,ostrovnoy,87,5.5,100,8.5,RU,1666108497
-19.0595,-169.9187,alofi,94,19.94,97,1.03,NU,1666108256
36.0842,35.9771,samandag,80,21.85,1,2.31,TR,1666108498
37.9333,-121.3011,san joaquin,89,20.3,0,2.57,US,1666108498
-33.2333,-54.3833,treinta y tres,74,18.57,100,7.04,UY,1666108499
25.3833,-103.4167,nazareno,83,17.5,100,2.85,MX,1666108499
20.1986,1.0114,tessalit,13,35.2,46,6.15,ML,1666108500
7.3833,8.5667,yaan,69,29.87,82,1.29,NG,1666108500
20.7,-105.2,ixtapa,70,29.01,95,0.45,MX,1666108501
17.4833,106.6,dong hoi,70,23.73,100,6.43,VN,1666108501
22.0383,88.3214,harindanga,75,25.32,22,1.68,IN,1666108502
51.7011,-3.0444,pontypool,72,17.34,84,4.91,GB,1666108502
-35.35,150.4667,ulladulla,92,14.9,100,1.66,AU,1666108503
-16.5,-68.15,la paz,50,13.99,40,3.09,BO,1666108503
-11.0964,-77.6139,hualmay,71,19.21,29,5,PE,1666108257
-21.1869,-43.9758,barroso,34,25.1,83,4.33,BR,1666108504
-26.9566,24.7284,vryburg,44,23.7,94,3.87,ZA,1666108505
-19.8436,34.8389,beira,69,27.05,20,7.72,MZ,1666108506
18.217,-63.0578,the valley,65,30.05,20,6.17,AI,1666108507
60.9167,-46.05,narsaq,82,2.07,100,3.22,GL,1666108507
32.3174,121.1855,juegang,63,12.25,0,2.9,CN,1666108508
53.5289,57.5372,verkhniy avzyan,96,2.72,98,3.75,RU,1666108508
18.9048,-3.5265,araouane,10,37.5,96,5.4,ML,1666108509
-10.4544,161.9205,kirakira,81,26.75,100,2.6,SB,1666108509
-17.7333,-149.15,tautira,81,24.43,32,7.68,PF,1666108510
2.1006,102.7994,singkang,89,24.57,79,0.84,MY,1666108510
22.7583,121.1444,taitung,80,21.87,64,8.25,TW,1666108511
-3.3667,135.4833,nabire,91,24.46,100,1.57,ID,1666108512
42.2683,118.9636,chifeng,20,5.09,0,2.81,CN,1666108512
-16.9567,-51.8103,caiaponia,14,36.72,26,4.07,BR,1666108513
-31.3833,-57.9667,salto,61,22.15,75,4.92,UY,1666108236
14.9215,-23.5087,praya,74,29.3,20,8.75,CV,1666108514
66.5606,67.7975,aksarka,95,4.54,100,6.74,RU,1666108515
12.35,29.25,abu zabad,29,31.09,16,1.28,SD,1666108516
31.4583,131.2333,kushima,82,15.65,48,3.32,JP,1666108517
47.0833,4.75,beaune,74,20.9,4,2.17,FR,1666108517
66.3167,-179.1667,egvekinot,87,-10.79,62,2.04,RU,1666108517
35.6127,-77.3663,greenville,48,12.29,100,2.57,US,1666108518
52.805,104.7508,ust-ordynskiy,84,1.46,53,1.58,RU,1666108519
58.0372,14.9782,tranas,93,9.66,90,3.8,SE,1666108519
37.6624,-121.8747,pleasanton,86,18.84,0,0,US,1666108325
63.05,179.3167,beringovskiy,92,3.64,100,11.19,RU,1666108520
55.1796,-2.8127,newcastleton,71,11.69,65,3.55,GB,1666108521
33.3597,129.5531,hirado,55,13.55,69,6.56,JP,1666108521
4.75,-55.1667,brokopondo,60,30.09,30,2.2,SR,1666108522
67.6333,134.6333,batagay,99,-17.52,86,1.75,RU,1666108523
39.0993,-76.8483,laurel,55,12.14,0,6.17,US,1666108523
35.7826,-80.8873,statesville,49,10.76,0,4.63,US,1666108414
34.6071,43.6782,tikrit,14,29.02,0,1.41,IQ,1666108524
63.5592,27.1907,iisalmi,90,3.03,100,1.89,FI,1666108525
13.1667,44.5833,lahij,55,26.32,8,2.68,YE,1666108525
51.1,66.3167,derzhavinsk,51,6.17,92,3.5,KZ,1666108526
51.6828,102.1408,kyren,73,3.4,100,0.3,RU,1666108527
2.0167,112.9333,kapit,99,23.38,100,0.53,MY,1666108528
47.8667,88.1167,altay,84,6.37,100,2.67,CN,1666108529
44.0777,-93.5074,waseca,65,-1.06,0,7.2,US,1666108530
41.2835,-70.0995,nantucket,90,19.08,51,7.95,US,1666108531
44.2519,-85.4012,cadillac,93,2.66,100,4.63,US,1666108532
45.8667,25.7833,sfantu gheorghe,51,15.32,33,0.92,RO,1666108532
-6.0167,144.9667,kundiawa,97,15.65,95,1.53,PG,1666108533
60.05,69.9,gornopravdinsk,90,5.18,100,3.75,RU,1666108533
21.1667,79.65,bhandara,86,23.48,91,1.95,IN,1666108534
30.3222,35.4793,wadi musa,63,18.54,4,1.15,JO,1666108534
-20.1,146.2667,charters towers,77,21.83,22,3.85,AU,1666108534
54.5805,16.8619,ustka,86,12.58,100,7.32,PL,1666108535
19.1059,37.3321,sawakin,69,30.48,6,4.26,SD,1666108535
50.6789,156.125,severo-kurilsk,68,4.75,57,14.82,RU,1666108536
9.2833,79.3,rameswaram,77,28.57,100,6.1,IN,1666108536
27.9769,-114.0611,guerrero negro,68,23.17,0,0.89,MX,1666108537
9.4942,50.8122,bandarbeyla,81,25.88,0,5.14,SO,1666108537
-23.65,-70.4,antofagasta,64,16.6,16,3.69,CL,1666108463
37.7167,-25.4333,vila franca do campo,70,17.23,72,9.02,PT,1666108538
22.9828,-82.5464,bauta,71,28.24,89,2.69,CU,1666108538
-16.92,35.262,nsanje,26,32.67,79,3,MW,1666108539
34.0167,113.8167,xuchang,35,12.46,0,3.02,CN,1666108539
23.45,-110.2167,todos santos,67,25.8,31,1.07,MX,1666108540
-22.2953,-53.2711,bataipora,89,21.37,100,3.98,BR,1666108540
34.9833,139.8667,tateyama,85,15.05,100,7.68,JP,1666108541
37.4,136.9,wajima,55,13.44,14,4.4,JP,1666108541
55.5258,101.0536,pokosnoye,81,3.58,86,5.09,RU,1666108541
-41.4122,175.5153,waipawa,91,7.59,45,1.7,NZ,1666108542
6.8662,101.3689,yaring,87,25.36,91,3.79,TH,1666108543
2.7739,27.616,isiro,73,24.06,81,0.14,CD,1666108543
-34.8957,-60.0167,chivilcoy,49,22.27,83,6.44,AR,1666108543
45.7625,106.2708,mandalgovi,23,6.23,7,2.94,MN,1666108544
10.1483,-85.452,nicoya,73,28.22,100,0.9,CR,1666108544
54.3571,50.1666,novocheremshansk,81,8.67,100,5.3,RU,1666108545
39.0197,31.15,emirdag,69,14.28,1,0.68,TR,1666108545
20.931,-17.0347,nouadhibou,27,33.99,49,9.26,MR,1666108546
43.6125,122.2653,tongliao,35,3.54,0,3.55,CN,1666108546
56.3843,10.503,ryomgard,81,13,100,6.17,DK,1666108546
-23.8833,24.75,khudumelapye,64,20.12,100,8.6,BW,1666108547
-36.7167,-73.1167,talcahuano,67,13.82,75,3.6,CL,1666108547
52.4833,10.55,gifhorn,68,17.28,0,3.6,DE,1666108548
18.6853,12.9164,bilma,18,31.9,0,4.17,NE,1666108548
10.346,107.0843,vung tau,83,26.39,65,4.9,VN,1666108549
-28.65,153.6167,byron bay,83,18.3,100,3.97,AU,1666108499
-14.97,22.6814,kalabo,14,33.55,100,2.9,ZM,1666108550
40.8665,-124.0828,arcata,93,10.66,0,1.54,US,1666108260
36.3008,-119.7829,lemoore,74,18.52,75,1.54,US,1666108551
42.1668,-71.2495,norfolk,95,18.86,89,3.69,US,1666108551
4.8517,31.5825,juba,69,25.61,79,1.1,SS,1666108552
25.7667,73.3333,pali,26,27.18,0,1.38,IN,1666108552
35.1333,140.3,katsuura,84,16,100,9.14,JP,1666108552
-7.95,110.2833,bambanglipuro,87,24.88,100,0.65,ID,1666108553
-0.9492,100.3543,padang,82,25.58,100,1.14,ID,1666108553
40.6576,-73.5832,freeport,46,13.43,89,2.24,US,1666108554
48.8125,103.5347,bulgan,40,5.37,67,1.26,MN,1666108554
67.667,12.6934,sorland,67,6.92,82,8.23,NO,1666108554
51.5,95.6,saryg-sep,44,4.7,100,1.22,RU,1666108555
67.8006,130.4114,batagay-alyta,89,-18.52,19,2.04,RU,1666108555
34.6391,-120.4579,lompoc,100,17.55,0,3.6,US,1666108556
39.7042,119.1506,changli,33,9.17,0,2.41,CN,1666108557
-16.8065,26.9531,choma,22,26.75,94,3.63,ZM,1666108557
-0.9833,-77.8167,tena,62,25.09,100,1.58,EC,1666108557
-23.7781,-45.3581,ilhabela,88,22.67,95,2.32,BR,1666108558
47.674,-122.1215,redmond,91,13.17,8,0.17,US,1666108556
37.6985,-77.6125,wyndham,52,12.81,3,1.79,US,1666108480
-12.2333,136.7667,nhulunbuy,78,26.34,88,0,AU,1666108559
19.5667,74.2167,sangamner,85,23.82,100,2.28,IN,1666108559
18.4167,-64.6167,road town,70,31.02,40,4.12,VG,1666108560
9.9658,98.6348,ranong,93,24.34,100,1.44,TH,1666108330
65.6118,72.6842,staryy nadym,90,4.57,99,8.05,RU,1666108561
-35.9333,173.8833,dargaville,83,10.97,13,3.83,NZ,1666108563
61.3614,63.5842,sovetskiy,96,3.93,100,3.71,RU,1666108564
55.219,75.9828,tatarsk,89,3.78,84,2.63,RU,1666108564
12.0672,-16.0333,canchungo,61,35.07,67,2.91,GW,1666108565
-20.2208,-70.1431,iquique,68,17.02,6,3.5,CL,1666108566
-20.2333,164.0167,poum,79,23.91,23,3.84,NC,1666108567
